name,txt,ph_seq,ph_dur,ph_num,note_seq,note_dur,comments
000064,Say a prayer for the body buried like a keepsake Mother of a million mouths with the very same name Black valley peace beneath the city Where the women get the weather but never ever tell you what they pray,SP s e a p ɹ e a f a ð a b ɑ dʲ i b ɛ ɹ i d l aj k a c iː p s e k m ɐ ð ə ɒ v a mʲ i l u n SP m aw d̪ z ʋ ɪ d̪ ð a v ɛ ɹ i s e m n e m b l a k v a ʎ i SP p iː s b ɛ ɲ iː θ ð a s i tʲ i ʋ ɛː ð a ʋ ɪ m ə n ɡ ɛ t ð a ʋ ɛ d̪ ə SP b a t n ɛ v a ɛ ə ʈ ɛ l j ə ʋ ɒ ʈ ð e p ɹ e SP,0.17 0.06 0.31 0.08 0.12 0.05 0.23 0.12 0.09 0.26 0.06 0.1 0.08 0.24 0.06 0.35 0.15 0.39 0.15 0.06 0.03 0.07 0.18 0.11 0.07 0.12 0.24 0.06 0.19 0.3 0.03 0.18 0.23 0.06 0.38 0.04 0.06 0.08 0.12 0.12 0.05 0.18 0.1 0.29 0.06 0.42 0.03 0.05 0.05 0.13 0.03 0.04 0.1 0.14 0.19 0.07 0.11 0.1 0.35 0.12 0.03 0.42 0.25 0.03 0.05 0.23 0.03 0.14 0.26 0.07 0.18 0.32 0.03 0.36 0.07 0.07 0.12 0.08 0.24 0.03 0.04 0.06 0.15 0.24 0.03 0.11 0.1 0.21 0.05 0.09 0.11 0.22 0.07 0.07 0.05 0.06 0.24 0.03 0.05 0.08 0.11 0.22 0.04 0.17 0.03 0.03 0.06 0.04 0.21 0.18 0.04 0.23 0.17 0.25 0.16 0.17 0.03 0.12 0.15 0.03 0.129999 0.060002 0.029998 0.180001 0.069999 0.120001 0.91 0.35,1 2 1 4 2 2 4 5 3 1 6 4 2 1 5 1 4 3 2 4 3 3 4 4 1 3 5 2 4 2 2 5 3 2 4 1 3 4 2 3 2 3 2 3 1,rest C#3 C#3 E3 F#3 E3 F#3 C#3 E3 E3 F#3 F#3 E3 C#3 C#3 E3 E3 F#3 E3 F#3 D3 rest E3 F#3 F#3 A3 F#3 F#3 E3 E3 F#3 F#3 F#3 C#3 rest E3 E3 E3 F#3 F#3 E3 E3 C#3 C#3 E3 E3 F#3 E3 F#3 E3 C#3 E3 E3 F#3 F#3 A3 F#3 E3 E3 E3 F#3 rest,0.267029 0.267029 0.22059 0.487619 0.301859 0.18576 0.313469 0.499229 0.499229 0.17415 0.313469 0.18576 0.487619 0.12771 0.371519 0.301859 0.18576 0.290249 0.19737 0.267029 0.17415 0.371519 0.476009 0.22059 0.278639 0.20898 0.267029 0.2322 0.267029 0.20898 0.499229 0.441179 0.313469 0.16254 0.406349 0.17415 0.313469 0.18576 0.313469 0.20898 0.290249 0.17415 0.290249 0.19737 0.290249 0.17415 0.313469 0.18576 0.278639 0.2322 0.313469 0.2322 0.313469 0.19737 0.267029 0.313469 0.267029 0.313469 0.17415 0.16254 0.743039 0.371519,
000065,They pray give me A yellow brick road,SP ð e p ɹ e ɟ i v ɛ mʲ iː SP a j ɛ l əw b ɹ i k ɹ əw d SP,0.42 0.05 0.07 0.11 0.14 0.23 0.13 0.06 0.03 0.19 0.2 0.95 2.2 0.06 0.19 0.22 0.08 0.12 0.07 0.08 0.15 0.06 0.04 1.21 0.08 0.52,1 2 3 3 3 1 1 4 4 3 1,rest C3 C#3 E3 F#3 rest F#2 E3 E3 F#3 E3 F#3 F#3 rest,0.464399 0.22059 0.476009 0.476009 0.893968 2.298776 0.22059 0.278639 0.2322 0.267029 0.20898 1.079728 0.19737 0.348299,
000066,And a Japanese car And benevolent change,SP a n a dʒ a p a ɲ iː z k ɑː a n SP b ə n ɛ v ə l ə n t tʃ e n dʒ SP,0.45 0.31 0.04 0.06 0.13 0.23 0.07 0.12 0.07 0.3 0.08 0.1 0.56 0.24 0.35 1.16 0.1 0.07 0.15 0.21 0.04 0.13 0.04 0.11 0.06 0.03 0.12 0.46 0.67 0.03 0.49,1 2 1 7 2 2 1 10 4 1,rest C#3 E3 E3 F#3 F#3 rest F#2 F#2 B2 C#3 C3 A2 C#3 rest,0.510839 0.476009 0.313469 0.18576 0.476009 1.126168 1.126168 0.15093 0.2322 0.13932 0.1161 0.16254 0.325079 1.265488 0.383129,
000067,I was a quick wet boy Diving too deep,SP aj ʋ ɒ z a SP cʷ i k SP ʋ ɛ ʈ SP b ɔj d aj v ɪ ŋ ʈ ʉː dʲ iː p SP,0.18 0.39 0.11 0.38 0.07 0.06 0.29 0.07 0.25 0.13 0.88 0.11 0.24 0.08 0.77 0.11 0.06 0.03 1.72 0.03 0.03 0.08 0.12 0.26 0.14 0.41 0.15 0.18,1 1 3 1 1 3 1 3 1 2 5 2 3 1,rest F3 F#3 G#3 A3 A3 B3 rest B3 rest B3 B3 B3 A3 G#3 G#3 rest,0.24381 0.24381 0.24381 0.394739 0.18576 0.24381 0.301859 1.068118 0.290249 0.905578 1.207438 0.1161 0.336689 0.417959 0.417959 0.510839 0.20898,
000068,for coins all of your streetlight eyes wide on my plastic,SP f a SP k ɔj n z ɑː ɫ ɒ v j ɒ ɹ s t ɹ iː t l aj t aj z SP ʋ aj ɖ a n m ɑ p l a s tʲ i k SP,0.17 0.03 1.0 0.11 0.08 0.38 0.82 0.06 0.27 0.08 0.03 0.31 0.14 0.04 0.04 0.21 0.08 0.1 1.01 0.05 0.05 0.04 0.03 1.74 0.03 0.55 0.04 0.37 0.05 0.21 0.13 0.04 0.7 0.11 0.03 0.57 0.22 0.09 0.27 0.06 0.28,1 2 1 4 2 2 3 8 2 1 3 2 2 7 1,rest G#3 G#3 G#3 G3 G#3 F#3 E3 E3 E3 E3 C#3 rest D#3 F#3 G#3 F#3 F#3 F#3 rest,0.20898 1.021678 0.16254 1.253878 0.10449 0.278639 0.383129 0.452789 1.230658 1.195828 0.22059 0.394739 0.626939 0.371519 0.383129 0.19737 0.626939 0.905578 0.336689 0.267029,
000069,toys and Then when the cops closed the fair I cut my long baby hair Stole me a dog-eared map,ʈ ɔj z a n ð ə n ʋ ɛ n ð a SP k ɒ p s SP k l əw z d ð a f ɛ ɹ aj k ə ʈ m ɑ l ɒ ŋ SP b e bʲ i h ɛ ɹ SP s t əw ɫ ɛ mʲ iː a d ɑ ɡ i a d m a p SP,0.07 0.4 0.03 0.05 0.68 0.03 0.22 0.17 0.05 0.26 0.09 0.04 0.24 0.08 0.07 0.34 0.14 0.23 0.45 0.06 0.07 0.64 0.06 0.03 0.03 0.06 0.14 0.78 0.03 0.78 0.15 0.17 0.04 0.14 0.38 0.03 0.45 0.19 0.47 0.07 0.33 0.03 0.42 0.05 0.83 0.23 0.18 0.18 0.13 0.2 0.1 0.03 0.09 0.42 0.03 0.1 0.82 0.03 0.03 0.03 0.03 1.65 0.18 0.03 0.28,3 2 3 3 2 1 4 1 5 2 3 1 3 2 3 1 4 3 1 4 3 1 3 3 3 1,F#3 F#3 F#3 G#3 A3 B3 rest A3 B3 B3 B3 G#3 B3 A3 G#3 G#3 rest F#3 G#3 G#3 F#3 G#3 E3 G#3 F#3 E3 E3 E3 E3 D3 rest,0.08127 1.184218 0.429569 0.383129 0.406349 0.441179 0.777868 0.383129 0.429569 0.22059 1.265488 0.10449 0.359909 0.348299 0.417959 0.661769 0.545669 0.325079 0.476009 0.1161 0.12771 0.859138 0.452789 0.417959 0.336689 0.20898 1.439637 1.160998 0.13932 0.290249 0.05805,
000070,And called for you everywhere,SP a n SP k ɒː l ɖ f a j ə ɛ ɹ i w ɛ ɹ SP,0.41 0.03 0.06 0.21 0.09 0.25 0.07 0.03 0.09 0.21 0.36 1.42 0.03 0.05 0.97 0.16 0.37 0.33 0.35,1 2 1 4 2 2 6 1,rest E3 F#3 G#3 F#3 F#3 F#3 F#3 rest,0.801088 0.441179 0.394739 0.22059 0.603719 0.801088 1.219048 0.893968 0.1161,
000071,Have I found you,SP a v aj f aw n d j ə SP,0.51 0.15 0.03 2.25 0.03 0.04 0.03 0.03 0.03 0.03 0.81,1 2 1 4 2 1,rest B3 B3 B3 E4 F#4 F#4 F#4 G#4 G#4,0.592109 0.20898 0.2322 0.812698 0.13932 0.534059 0.16254 0.417959 0.383129 0.464399,
000072,flightless bird?,SP f l aj t l ə s b aː d SP,0.62 0.12 0.04 3.52 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.24,1 7 3 1,rest F#4 F#4 G#4 F#4 E4 rest,0.766259 0.15093 1.056508 1.277098 0.25542 0.870748 0.383129,"exclude:low_SNR=6.6,dev=2.4"
000073,Jealous wee,dʒ ɛ l ə s SP ʋ iː SP,0.12 0.19 1.05 0.08 0.03 3.6 0.09 1.59 0.41,5 1 2 1,rest A#3 C#4 E4 E4 E4 rest D#4 D#4,0.1161 0.13932 1.102948 1.637007 0.15093 0.940408 1.079728 1.637007 0.359909,
000074,pin' Or lost you,SP p ɪ n ɒ ɹ l ɒ s t j ə SP,0.33 0.03 0.03 0.03 0.03 1.43 0.16 0.53 0.05 0.25 0.03 0.4 0.82,1 3 2 4 2 1,rest F#4 E4 E4 F#4 F#4 F#4 G#4,0.371519 0.661769 0.20898 0.789478 0.847528 0.464399 0.13932 0.638549,
000075,American mouth? big pill ,SP a m ɛ ɹ i k a n SP m aw d̪ SP bʲ i ɡ SP p ɪ l SP,0.46 0.05 0.17 0.13 1.09 0.21 0.11 0.24 0.03 0.61 0.03 0.8 0.03 1.74 0.03 1.06 0.04 0.1 0.06 0.06 0.1 1.5,1 8 1 3 1 3 1 3 1,rest E3 F#4 F#4 F#4 G#4 E4 F#4 E4 rest C#4 C#4 C#4 E4,0.476009 0.2322 1.207438 0.313469 0.267029 0.325079 0.313469 0.22059 1.671837 0.719819 1.102948 0.16254 0.12771 1.509297,"exclude:low_SNR=3.2,dev=4.7"
000076,oh loomin',SP əw SP l uː mʲ ɪ ŋ SP,2.17 1.16 1.05 0.1 0.14 0.08 0.04 0.7 0.35,1 1 1 5 1,E4 E4 rest D#4 rest B3 B3 B3,0.905578 0.661769 0.603719 1.683447 0.557279 0.301859 0.789478 0.278639,
000077,Now I'm a fat house cat,SP n aw SP aj m a f a t SP h aw s SP cʰ æ t SP,0.04 0.03 1.06 0.23 0.3 0.03 0.03 0.03 0.03 0.03 0.74 0.05 0.53 0.22 0.48 0.06 0.5 0.08 0.48,1 2 1 2 1 3 1 3 1 3 1,F#3 F#3 G#3 A3 B3 rest B3 rest B3 rest,0.09288 0.487619 0.383129 0.441179 0.464399 0.743039 0.626939 0.661769 0.580499 0.476009,
000078,Nursing my sore blunt tongue Watching the warm poison rats,SP n aː s i ŋ ɡ m ɑ s ɒ ɹ b l ɐ n t SP ʈ ə ŋ ʋ ɒ tʃ ɪ ŋ ð a ʋ ɒː m SP p ɔj z ə n ɹ a t s SP,0.06 0.12 0.27 0.15 0.23 0.01 0.03 0.1 0.19 0.23 1.02 0.03 0.13 0.08 0.34 0.14 0.04 0.62 0.06 0.47 0.68 0.04 0.24 0.22 0.05 0.26 0.03 0.03 0.13 0.63 0.75 0.03 0.03 0.72 0.08 0.03 0.26 0.1 0.06 0.03 0.03 0.69,1 6 2 3 5 1 3 5 2 3 1 5 4 1,rest B3 A3 G#3 G#3 G#3 rest G#3 E3 G#3 F#3 E3 E3 E3 E3 C#3 rest,0.18576 0.417959 0.359909 0.429569 1.184218 0.557279 0.719819 0.801088 0.417959 0.441179 0.325079 1.613787 0.789478 0.348299 0.16254 0.301859 0.394739,
000079,Curl through the wide fence cracks Pissing on magazine photos Those fishing lures Thrown in the cold and clean Blood of Christ mountain stream Have I found you,k ɜː l t̪ ɹ ə f ð a SP ʋ aj ɖ f ɛ n s SP c ɹ æ k s SP p ɪ s ɪ ŋ a n m a ɡ a z iː n f əw t əw z ð əw z SP fʲ ɪ ʃ ɪ ŋ l ɒ ɹ z SP t̪ ɹ oː n i n ð a k oː l ɖ a n c ʎ i n SP b l ɐ d ɒ v k ɹ aj s t m aw n t ə n s t ɹ iː m SP a v aj f aw n d j ə SP,0.06 0.25 0.06 0.09 0.04 0.21 0.03 0.09 0.71 0.03 0.03 0.67 0.09 0.11 0.35 0.13 0.03 0.6 0.06 0.04 0.63 0.11 0.1 0.28 0.07 0.26 0.13 0.03 0.03 0.65 0.1 0.03 2.23 0.03 0.03 0.03 1.01 0.09 0.14 0.36 0.04 0.21 0.04 0.12 0.35 0.05 0.36 0.03 0.62 0.2 0.12 0.07 0.03 0.13 1.52 0.09 0.27 0.04 0.07 0.28 0.07 0.19 0.13 0.05 0.03 0.17 1.169999 0.140002 0.039999 0.78 0.22 0.08 0.12 0.190001 0.429998 0.380001 0.039999 0.060002 0.17 0.049999 0.17 0.09 0.07 0.040001 0.58 0.029999 0.03 0.22 0.630001 0.119999 0.059999 0.690001 0.159999 0.190001 0.1 0.109999 0.280001 0.75 0.380001 0.119999 0.03 2.350001 0.029999 0.01 0.030001 0.029998 0.030001 0.030001 0.649999,3 4 2 1 3 4 1 5 1 5 2 7 5 3 1 5 4 1 4 2 2 4 2 4 1 4 2 5 6 5 1 2 1 4 2 1,D#3 E3 F#3 G#3 F#3 F#3 F#3 rest F#3 rest F#3 F#3 G#3 A3 B3 B3 B3 B3 B3 A3 G#3 rest G#3 G#3 G#3 rest F#3 G#3 F#3 F#3 E3 E3 E3 E3 C#3 rest E3 F#3 G#3 G#3 A3 F#3 F#3 F#3 rest A#3 B3 B3 E4 F#4 F#4 G#4 rest,0.08127 0.394739 0.348299 0.17415 0.650159 0.835918 0.476009 0.696599 0.754649 0.464399 0.13932 0.2322 0.417959 0.441179 0.12771 1.068118 1.172608 1.184218 0.371519 0.383129 0.394739 0.429569 0.801088 1.102948 0.801088 0.383129 0.1161 0.290249 0.278639 0.290249 1.335147 1.102948 0.09288 0.17415 0.464399 0.476009 0.20898 0.359909 0.882358 0.10449 0.301859 0.406349 1.149388 1.114558 0.441179 0.20898 0.2322 0.789478 0.12771 0.696599 0.417959 0.359909 0.441179,
000080,flightless bird?,SP f l aj t l ə s b aː d SP,0.73 0.09 0.03 3.04 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.38,1 7 3 1,rest F#4 F#4 G#4 F#4 E4 rest,0.824308 0.15093 1.056508 1.137778 0.278639 0.684989 0.348299,
000081,Grounded bleeding Or lost you,SP ɡ ɹ aw n d ɛ d SP b ʎ iː dʲ ɪ ŋ SP ɒ ɹ l ɒ s t SP j ə SP,0.51 0.06 0.05 0.92 0.17 0.03 0.08 0.03 3.32 0.03 0.07 1.21 0.03 0.03 0.03 2.9 0.03 0.03 0.03 0.59 0.03 0.03 0.89 0.04 0.34 0.81,1 7 1 6 1 2 4 1 2 1,rest C#4 E4 E4 rest D#4 E4 F#4 F#4 E4 F#4 F#4 G#4 G#4,0.592109 1.137778 0.1161 0.975238 2.438095 2.240726 1.195828 0.12771 0.731429 0.766259 0.801088 0.417959 0.24381 0.499229,"exclude:low_SNR=6.9,dev=1.7"
000082,American mouth?,SP a m ɛ ɹ i k a n SP m aw d̪ SP,0.78 0.03 0.16 0.95 0.2 0.23 0.09 0.03 0.03 0.82 0.03 1.04 0.03 0.86,1 8 1 3 1,rest F#4 F#4 F#4 F#4 G#4 E4 F#4 E4 rest,0.975238 1.126168 0.20898 0.13932 0.336689 0.325079 0.24381 0.2322 1.567347 0.12771,"exclude:low_SNR=5.9,dev=2.8"
000083,Big pill,SP bʲ i ɡ p ɪ l SP,0.36 0.05 1.12 0.03 0.03 0.03 0.06 0.99,1 3 3 1,rest C#4 E4 E4 rest,0.417959 1.184218 0.12771 0.499229 0.441179,"exclude:low_SNR=6.1,dev=2.8"
000084,stuck goin',SP s t ɐ k SP ɡ ɔj ŋ SP,0.42 0.15 0.08 0.03 0.03 2.31 0.12 0.05 0.03 2.67,1 4 1 3 1,rest D#4 rest E4 rest F#4 rest,0.650159 0.986848 1.462857 0.766259 0.754649 0.963628 0.301859,"exclude:low_SNR=3.8,dev=1.4"
000085,down,SP d aw n SP,0.31 0.03 0.53 0.03 0.95,1 3 1,rest E4,0.336689 1.520907,
000086,Dreaming again of a train track ending at the edge of the sea,SP d ɹ iː mʲ i ŋ ɡ a ɡ e n ɒ v a t ɹ e n t ɹ a k SP ɛ n dʲ ɪ ŋ a t ð a ɛ dʒ ɒ v ð a s iː SP,0.48 0.03 0.03 0.08 0.08 0.12 0.01 0.05 0.07 0.13 0.32 0.03 0.16 0.03 0.04 0.15 0.05 0.23 0.05 0.06 0.03 0.23 0.08 0.03 0.3 0.07 0.04 0.13 0.06 0.13 0.03 0.04 0.03 0.26 0.06 0.11 0.03 0.04 0.04 0.16 1.01 0.29,1 7 4 2 1 4 4 1 5 2 2 2 2 2 2 1,rest A#3 A#3 A#3 A#3 B3 C#4 C#4 C#4 A#3 A#3 G#3 G#3 A#3 F#3 rest,0.684989 0.19737 0.20898 0.348299 0.371519 0.16254 0.2322 0.394739 0.371519 0.18576 0.22059 0.336689 0.1161 0.267029 0.986848 0.325079,
000087,Dog at the barbed wire barking at my buzz cut friends and me,SP d ɑ ɡ a t ð a b a b d ʋ aj ə b a c i ŋ ɡ a t m ɑ b ɐ z k ə ʈ f ɹ ɛ n d z a n ɛ mʲ iː SP,0.5 0.03 0.15 0.07 0.04 0.07 0.04 0.05 0.15 0.29 0.04 0.03 0.03 0.22 0.04 0.09 0.26 0.13 0.13 0.01 0.03 0.11 0.03 0.05 0.08 0.11 0.2 0.07 0.11 0.19 0.11 0.06 0.05 0.16 0.11 0.03 0.04 0.08 0.05 0.03 0.07 0.86 0.38,1 3 2 2 4 3 6 2 2 3 3 6 2 3 1,rest rest A#3 A#3 A#3 A#3 B3 C#4 C#4 C#4 C#4 C#4 C#4 A#3 G#3 A#3 F#3 rest,0.534059 0.20898 0.15093 0.20898 0.383129 0.359909 0.16254 0.2322 0.16254 0.18576 0.19737 0.13932 0.25542 0.348299 0.383129 0.2322 0.847528 0.394739,
000088,No one on the corner had a quarter for the telephone,SP n əw ʋ ɒ n a n ð a k ɒː n ə h a d a kʰ ɒ ɹ t ɚ f a ð a ʈ ɛ l ə f oː n SP,0.48 0.19 0.14 0.03 0.11 0.1 0.15 0.03 0.04 0.03 0.13 0.18 0.04 0.08 0.12 0.14 0.03 0.04 0.14 0.13 0.03 0.03 0.05 0.11 0.18 0.04 0.05 0.12 0.16 0.04 0.06 0.13 0.69 0.29 0.4,1 2 3 2 2 4 3 1 5 2 2 7 1,rest E3 E3 D#3 E3 D#3 E3 E3 G#3 G#3 G#3 G3 G#3 A#3 A#3 B3 A#3 rest,0.684989 0.359909 0.18576 0.20898 0.20898 0.15093 0.20898 0.19737 0.10449 0.24381 0.18576 0.20898 0.16254 0.22059 0.1161 0.12771 0.719819 0.417959,
000089,"Everybody bitching, there's nothing on the radio",SP ɛ ɹ i b ə dʲ i b ɪ tʃ ɪ ŋ ð ɛ ɹ z n ɐ θ ɪ ŋ a n ð a ɹ e dʲ i o SP,0.49 0.15 0.11 0.07 0.13 0.19 0.03 0.04 0.13 0.13 0.07 0.07 0.06 0.03 0.04 0.04 0.04 0.09 0.28 0.04 0.03 0.03 0.28 0.03 0.03 0.09 0.08 0.15 0.05 0.2 0.74 0.51,1 7 5 4 5 2 2 5 1,rest G#2 E3 E3 F#3 E3 F#3 G#3 G#3 G#3 A#3 G#3 F#3 F#3 rest,0.534059 0.20898 0.20898 0.406349 0.19737 0.348299 0.12771 0.22059 0.16254 0.20898 0.16254 0.22059 0.16254 0.777868 0.510839,
000090,Dreaming again of a city full of fathers in their army clothes,SP d ɹ iː mʲ i ŋ ɡ a ɡ e n ɒ v a s i tʲ i f ʊ l ɒ v f a ð a z i n ð ɚ a mʲ iː k l əw ð z SP,0.69 0.06 0.03 0.09 0.07 0.12 0.01 0.05 0.07 0.12 0.33 0.04 0.14 0.03 0.05 0.16 0.03 0.03 0.06 0.03 0.4 0.03 0.25 0.09 0.03 0.21 0.04 0.11 0.05 0.13 0.04 0.03 0.03 0.26 0.06 0.05 0.1 0.04 0.87 0.03 0.26 0.25,1 7 4 2 1 4 3 2 5 2 2 3 5 1,rest F3 A#3 A#3 A#3 A#3 C#4 C#4 C#4 C#4 A#3 A#3 G#3 A#3 F#3 rest,0.766259 0.16254 0.18576 0.19737 0.383129 0.359909 0.16254 0.417959 0.383129 0.2322 0.17415 0.17415 0.359909 0.17415 1.044898 0.383129,
000091,All of us lost at the crosswalk waiting for the other to go,SP ɑː ɫ ɒ v a s l ɒ s t a t ð a k ɹ ɒ s ʋ ɒː k ʋ eː ʈʲ ɪ ŋ f a ð a ɐ ð ə ə ɡ əw SP,0.7 0.17 0.08 0.1 0.07 0.08 0.06 0.08 0.21 0.09 0.05 0.12 0.04 0.03 0.04 0.13 0.05 0.22 0.13 0.04 0.23 0.08 0.04 0.25 0.04 0.05 0.16 0.05 0.19 0.04 0.2 0.26 0.09 0.03 0.03 0.14 0.81 0.49,1 2 2 2 4 2 2 7 5 2 2 3 1 2 1,rest A#3 A#3 A#3 A#3 G#3 E3 B3 C#4 C#4 A#3 A#3 G#3 G#3 G#3 A#3 F#3 rest,0.743039 0.19737 0.18576 0.22059 0.348299 0.20898 0.17415 0.17415 0.301859 0.580499 0.25542 0.22059 0.13932 0.20898 0.19737 0.19737 0.801088 0.510839,
000092,Someone bet a dollar that my daddy wasn't coming home,SP s ɐ m w ɐ n b ɛ t a d ɑ l ɚ æ t m ɑ d a dʲ i ʋ ɒ z ə n ʈ k ə mʲ ɪ ŋ ç uː m SP,0.55 0.15 0.08 0.05 0.04 0.06 0.09 0.03 0.17 0.04 0.06 0.12 0.17 0.06 0.18 0.1 0.03 0.05 0.06 0.11 0.16 0.03 0.11 0.05 0.18 0.05 0.04 0.06 0.03 0.03 0.16 0.04 0.09 0.05 0.07 0.55 0.77 0.36,1 6 3 1 4 2 2 4 6 5 3 1,rest F3 E3 D#3 E3 D#3 E3 F#2 G#2 G#3 G#3 F#3 G#3 A#3 A#3 A#3 A#3 rest,0.708209 0.348299 0.19737 0.18576 0.22059 0.16254 0.20898 0.17415 0.09288 0.278639 0.16254 0.20898 0.18576 0.15093 0.15093 0.19737 1.033288 0.359909,
000093,"Everybody bitching, there's nothing on the radio",SP ɛ ɹ i b ə dʲ i b ɪ tʃ ɪ ŋ ð ɛ ɹ z n ɐ θ ɪ ŋ a n ð a ɹ e dʲ i o SP,0.68 0.13 0.11 0.08 0.13 0.19 0.03 0.05 0.12 0.11 0.08 0.08 0.06 0.03 0.05 0.03 0.05 0.09 0.25 0.03 0.03 0.04 0.32 0.03 0.04 0.05 0.09 0.16 0.04 0.21 1.22 0.43,1 7 5 4 5 2 2 5 1,rest A2 E3 E3 F#3 E3 E3 F#3 G#3 G#3 G#3 A#3 G#3 F#3 F#3 rest,0.719819 0.19737 0.22059 0.394739 0.18576 0.16254 0.22059 0.13932 0.20898 0.17415 0.20898 0.13932 0.22059 0.17415 1.184218 0.499229,
000094,[Vocalizing],,,,,,
000095,Dreaming again that it's freezing and my mother's in her flowerbed,SP d ɹ iː mʲ i ŋ ɡ a ɡ e n æ t ɪ s f ɹ iː z ɪ ŋ a n m ɑ m ɐ ð ə z i n a f l aw a b ɛ d SP,0.45 0.06 0.03 0.09 0.26 0.12 0.01 0.05 0.26 0.03 0.03 0.04 0.17 0.03 0.05 0.04 0.09 0.1 0.23 0.06 0.15 0.03 0.13 0.03 0.04 0.11 0.07 0.16 0.03 0.12 0.05 0.16 0.04 0.08 0.07 0.04 0.25 0.03 0.1 0.69 0.07 0.65,1 7 4 2 2 6 2 2 5 2 1 7 1,rest A#3 A#3 A#3 A#3 C#4 C#4 C#4 C#4 C#4 C#4 A#3 A#3 G#3 G#3 A#3 F#3 rest,0.696599 0.18576 0.18576 0.371519 0.383129 0.17415 0.19737 0.19737 0.18576 0.18576 0.16254 0.19737 0.18576 0.17415 0.22059 0.19737 0.928798 0.476009,
000096,Changing her face like a shadow on the gravel this is what she said,SP tʃ e n dʒ i ŋ ɡ a f e s l aj k a ʃ a d əw a n ð a ɡ ɹ a v ə ɫ d̪ ɪ s i z ʋ ɒ ʈ ʃ i s aj d SP,0.7 0.05 0.13 0.04 0.03 0.12 0.01 0.03 0.09 0.11 0.24 0.07 0.07 0.15 0.03 0.04 0.15 0.33 0.03 0.19 0.13 0.04 0.03 0.06 0.08 0.04 0.18 0.03 0.03 0.1 0.04 0.12 0.04 0.13 0.03 0.06 0.26 0.03 0.22 0.43 0.16 5.82 0.03 0.37,1 7 1 3 3 1 4 2 2 6 3 2 3 2 3 1,rest G#3 A#3 A#3 A#3 G#3 F#3 B3 C#4 C#4 C4 A#3 A#3 G#3 G#3 G#3 A#3 A#3 A#3 G#3 G#3 F#3 G#3 F#3 G#3 F#3 G#3 G#3 B3 B3 B3 A#3 B3 C#4 B3 A#3 rest,0.754649 0.20898 0.15093 0.19737 0.383129 0.13932 0.2322 0.13932 0.592109 0.17415 0.17415 0.2322 0.15093 0.25542 0.476009 0.18576 0.406349 0.1161 1.219048 0.522449 0.18576 0.19737 0.20898 0.16254 0.22059 0.16254 0.2322 0.15093 0.18576 0.19737 0.20898 0.18576 0.383129 0.19737 0.267029 0.801088 0.406349,
