name,txt,ph_seq,ph_dur,ph_num,note_seq,note_dur,comments
000097,"No one lives forever, and the devil never sleeps alone",SP n əw ʋ ɒ n l aj v z f ɔ ɹ ɛ v a a n ð a d ɛ v ə ɫ n ɛ v a s ʎ iː p s a l o n SP,0.66 0.03 0.03 0.03 0.03 0.09 0.05 0.26 0.05 0.03 0.03 0.03 0.03 0.04 0.11 0.03 0.03 0.17 0.08 0.04 0.03 0.49 0.03 0.1 0.07 0.07 0.04 0.03 0.25 0.03 0.03 0.11 0.03 0.03 0.03 0.03 0.78 0.38 0.47,1 2 3 4 6 2 2 5 4 5 4 1,rest A#2 D#3 D#3 F#3 E3 E3 G#3 G#3 G#3 A#3 G#3 F#3 F#3 rest,0.545669 0.15093 0.22059 0.394739 0.19737 0.16254 0.22059 0.336689 0.18576 0.22059 0.17415 0.22059 0.18576 1.172608 0.499229,
000098,"A boy with a coin, he found in the weeds With bullets and pages of trade magazines Close to a car that flipped on the turn God left the ground to circle the world",SP a SP b ɔj ʋ ɪ d̪ a k ɔj n ç i f aw n d i n ð a ʋ iː ɖ z ʋ ɪ d̪ b ʊ ʎ i t s a n p eː dʒ ɪ z ɒ v t ɹ e d m a ɡ a z iː n z SP k l əw s ə SP a SP k ɑː æ t f ʎ i p t a n ð a SP ʈ ɜː n ɡ ɑ d l ɛ f t ð a ɡ ɹ aw n d ə s ɜ k ə l ð a ʋ ɜː l ɖ SP,0.19 0.04 0.11 0.05 0.4 0.03 0.29 0.07 0.11 0.15 0.65 0.04 0.03 0.06 0.18 0.3 0.07 0.03 0.19 0.13 0.04 0.17 0.18 0.54 0.04 0.03 0.05 0.05 0.03 0.17 0.53 0.03 0.03 0.04 0.1 0.07 0.16 0.04 0.43 0.04 0.23 0.05 0.05 0.1 0.1 0.05 0.26 0.03 0.07 0.27 0.07 0.11 0.14 0.33 0.17 0.03 0.39 0.03 0.05 0.23 0.18 1.37 0.17 0.3 0.06 0.03 0.25 0.07 0.03 0.03 0.03 0.05 0.07 0.07 0.42 0.03 0.03 0.03 0.19 0.03 0.03 0.14 0.08 0.28 0.03 0.09 0.21 0.07 0.03 0.03 0.13 0.1 0.06 0.46 0.19 0.03 0.06 0.18 0.3 0.09 0.23 0.04 0.07 0.14 0.14 0.839999 0.120001 0.08 0.15,1 1 1 2 3 1 3 2 4 2 2 4 3 6 2 5 2 4 8 1 4 1 1 1 1 2 2 5 2 2 1 3 3 4 2 5 1 5 2 4 1,rest B3 A3 G3 G3 D#3 A3 B3 A3 G3 B3 F#3 B3 A3 G3 G3 G3 E3 E3 E3 F3 G3 F#3 G3 E3 rest rest A#3 A3 G3 G3 G3 B3 B3 A3 G3 A3 B3 rest G#3 A#3 A3 G3 G3 E3 F3 G3 F#3 E3 rest,0.406349 0.406349 0.371519 0.267029 0.708209 0.25542 0.1161 0.278639 0.359909 0.348299 0.603719 0.301859 0.359909 0.371519 0.267029 0.267029 0.22059 0.25542 0.10449 0.16254 0.13932 0.267029 0.325079 0.25542 0.545669 0.336689 0.10449 0.429569 0.301859 0.278639 0.789478 0.20898 0.10449 0.25542 0.348299 0.24381 0.13932 0.336689 0.510839 0.13932 0.25542 0.336689 0.25542 0.278639 0.696599 0.12771 0.267029 0.325079 1.242268 0.22059,
000099,"[Vocalizing] A girl with a bird, she found in the snow Flew up her gown that's how she knows God made her eyes for crying at birth Then left the ground to circle the Earth",SP a ɡ aː ɫ ʋ ɪ d̪ a SP b aː d SP ʃ i f aw n d SP i n SP ð a SP s n əw SP f l uː ɐ p a ɡ aw n d̪ a s h aw ʃ i n əw z SP ɡ ɑ d m e d a aj z SP f a k ɹ aj ɪ ŋ a t b aː ð SP ð ə n l ɛ f t ð a ɡ ɹ aw n d ə s ɜ k ə l ð a SP aː θ SP,0.72 0.03 0.03 0.03 0.03 0.03 0.07 0.03 5.25 0.4 0.04 5.51 0.03 0.29 0.03 0.03 0.03 2.24 0.17 0.03 0.24 0.05 0.08 0.13 0.05 2.76 0.040001 0.139999 0.08 0.450001 0.429998 0.030001 0.049999 0.280001 0.290001 0.109999 0.17 0.11 0.619999 0.25 0.09 0.270001 0.059999 0.060002 0.25 0.109998 0.16 0.110001 0.41 0.059999 0.240002 0.25 0.279999 0.03 0.07 0.33 0.040001 0.049999 0.65 0.050001 0.219999 0.030001 0.049999 0.15 0.050001 0.469999 0.110001 0.149999 0.110001 0.119999 0.040001 0.41 0.029998 0.260001 0.210001 0.25 0.109998 0.040001 0.23 0.03 0.029999 0.070002 0.16 0.08 0.069999 0.56 0.069999 0.040001 0.06 0.19 0.3 0.11 0.199999 0.080002 0.049999 1.200001 0.029999 0.03 0.029999 0.120001,1 1 3 3 1 1 3 1 2 4 1 2 1 2 1 3 1 3 2 1 3 3 2 2 3 1 3 3 1 2 1 2 5 2 3 1 3 4 2 5 1 5 2 1 2 1,rest C4 B3 A3 rest A3 B3 C4 B3 B3 B3 rest A3 G3 E3 rest rest B3 A3 B3 G3 D#3 A3 B3 A3 G#3 A#3 B3 rest G2 B3 B3 A3 G3 G3 E3 G3 F#3 G3 E3 rest rest A3 B3 A3 B3 G3 rest G#2 B3 A3 G3 A#3 B3 rest A3 G3 G3 E3 F#3 G3 F#3 G3 E3 rest,0.812698 1.741497 1.915646 1.741497 0.429569 0.348299 1.695057 1.683447 0.394739 0.1161 1.311927 0.406349 0.905578 1.044898 0.464399 0.267029 0.278639 0.406349 0.336689 0.24381 0.743039 0.24381 0.1161 0.267029 0.290249 0.383129 0.12771 0.313469 0.2322 0.267029 0.10449 0.25542 0.348299 0.278639 0.25542 0.708209 0.371519 0.383129 0.25542 0.464399 0.290249 0.20898 0.10449 0.278639 0.383129 0.2322 0.522449 0.25542 0.19737 0.371519 0.371519 0.290249 0.15093 0.313469 0.754649 0.429569 0.25542 0.24381 0.731429 0.10449 0.325079 0.313469 0.25542 1.021678 0.15093,"exclude:mixed_vocalizing,SNR=9.5,dev=11.9"
000100,[Vocalizing],,,,,,
000101,A boy with a coin he found in his jeans Making a wish he tossed in the sea Walked to a town that all of us burn God left the ground to circle the world,SP a SP b ɔj ʋ ɪ d̪ a k ɔj n ç i f aw n d i n ç i z dʒ iː n z m e c i ŋ ɡ a ʋ ɪ ʃ SP ç i ʈ ɒ s ʈ i n ð a s iː SP ʋ ɒː k ʈ ə a ʈ aw n æ t ɑː ɫ ɒ v a s b aː n SP ɡ ɑ d l ɛ f t ð a ɡ ɹ aw n d ə SP s ɜ k ə l ð a ʋ ɜː l ɖ SP,0.36 0.14 0.08 0.05 0.42 0.03 0.24 0.08 0.1 0.16 0.56 0.14 0.03 0.07 0.17 0.31 0.06 0.04 0.21 0.07 0.03 0.12 0.13 0.07 0.51 0.09 0.06 0.3 0.3 0.07 0.34 0.01 0.03 0.08 0.2 0.28 0.13 0.22 0.03 0.06 0.16 0.23 0.14 0.04 0.12 0.2 0.03 0.05 0.22 0.47 0.24 0.22 0.28 0.08 0.05 0.42 0.04 0.15 0.62 0.26 0.07 0.05 0.58 0.03 0.03 0.04 0.16 0.07 0.13 0.43 0.06 0.17 0.28 0.27 0.03 0.1 0.22 0.03 0.03 0.05 0.16 0.08 0.07 0.51 0.07 0.05 0.03 0.03 0.2 0.29 0.11 0.23 0.04 0.06 0.13 0.15 0.949999 0.130001 0.07 0.07,1 1 1 2 3 1 3 2 4 2 3 4 6 1 3 1 2 4 2 2 2 1 4 1 1 3 2 2 2 2 3 1 3 4 2 5 1 1 5 2 4 1,rest rest B3 A3 G3 G3 D#3 A3 B3 A3 G3 A3 B3 G3 A3 B3 A3 B3 G3 G3 rest G3 G3 F#3 G3 E3 rest B3 A3 G3 A3 G3 E3 A3 A3 G3 G3 B3 rest A3 B3 A3 G3 G3 G3 G3 F#3 G3 E3 E3,0.406349 0.24381 0.441179 0.325079 0.25542 0.719819 0.25542 0.12771 0.267029 0.301859 0.336689 0.1161 0.557279 0.267029 0.1161 0.267029 0.359909 0.19737 0.1161 0.267029 0.592109 0.12771 0.301859 0.325079 0.290249 0.441179 0.534059 0.359909 0.348299 0.25542 0.25542 0.487619 0.278639 0.15093 0.441179 0.290249 0.16254 0.417959 0.487619 0.1161 0.278639 0.336689 0.267029 0.952018 0.09288 0.301859 0.301859 0.325079 1.068118 0.12771,
000102,[Vocalizing],,,,,,
000103,[Vocalizing],,,,,,
000104,[Vocalizing],,,,,,
000105,Cain got a milk-eyed mule from the auction Abel got a telephone,SP c eː n ɡ ɑ t a mʲ ɪ l k aj d mʲ uː ɫ f ɹ ɐ m ð a ɑː c ʃ ə n e b ɛ ɫ ɡ ɑ t a ʈ ɛ l ə f oː n SP,0.14 0.08 0.13 0.08 0.04 0.2 0.03 0.1 0.16 0.25 0.2 0.08 0.39 0.03 0.1 0.39 0.03 0.08 0.04 0.15 0.05 0.03 0.33 0.23 0.07 0.17 0.25 0.27 0.45 0.1 0.03 0.07 0.13 0.23 0.03 0.06 0.2 0.21 0.06 0.03 0.22 0.3 0.33 0.29,1 3 3 1 4 2 3 4 2 5 4 3 1 7 1,rest D#3 F3 F3 G3 G3 A#3 A#3 A#3 A#3 G3 F3 G3 A#3 A#3 A#3 A#3 A#3 A#3 D4 rest,0.22059 0.25542 0.499229 0.522449 0.522449 0.24381 0.25542 0.267029 0.24381 0.568889 0.25542 0.290249 0.18576 0.325079 0.22059 0.336689 0.19737 0.2322 0.278639 0.568889 0.359909,
000106,And even the last of their blue-eyed babies know,SP a n ə v ɛ n ð a l a s t ɒ v ð ɚ b l uː aj d b e bʲ i z SP n əw SP,0.47 0.04 0.1 0.03 0.05 0.03 0.03 0.03 0.05 0.03 0.03 0.03 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.04 3.14 0.03 0.04 0.14 0.03 0.03 0.03 0.03 0.24 0.45 0.51,1 2 4 2 4 2 2 3 2 5 1 2 1,rest C3 C3 D4 D4 D4 D4 D#4 D#4 F4 F4 F4 F4 D#4 D4 D4 rest,0.719819 0.10449 0.13932 0.267029 0.22059 0.568889 0.499229 0.290249 0.2322 0.301859 0.534059 0.24381 0.278639 0.267029 0.2322 0.441179 0.510839,
000107,That the burning man is the color of the end of day,SP æ t ð a b aː ɲ i ŋ ɡ m a n i z ð a k ə l ə ɒ v ð a ɛ n d ɒ v d ej SP,0.48 0.2 0.09 0.05 0.08 0.11 0.5 0.1 0.38 0.01 0.03 0.05 0.35 0.36 0.03 0.06 0.04 0.05 0.14 0.03 0.03 0.87 0.03 0.03 0.05 0.05 0.44 0.21 0.05 0.04 0.14 0.05 0.73 0.62,1 2 2 6 3 2 2 4 2 2 3 2 2 1,rest E3 F3 G3 F3 F3 D#3 D#3 F3 F3 F#3 F3 rest,0.534059 0.267029 0.20898 0.603719 0.476009 0.580499 0.22059 0.2322 1.044898 0.731429 0.2322 0.859138 0.499229,
000108,And how every tongue that gets bit always has another word to say,SP a n h aw ɛ ɹ i ʈ ə ŋ æ t ɡ ɛ t s SP bʲ i t ɒː l ʋ eː z a z a n ɐ ð ə ʋ ɜː ɖ ə s e SP,0.48 0.04 0.15 0.12 0.25 0.17 0.1 0.1 0.14 0.26 0.32 0.04 0.1 0.07 0.17 0.07 0.12 0.13 0.04 0.21 0.06 0.03 0.19 0.03 0.16 0.09 0.04 0.03 0.24 0.48 0.22 0.03 0.15 0.06 0.46 0.12 0.09 0.13 0.78 0.21,1 2 2 3 3 2 4 1 3 5 2 5 3 1 2 1,rest D3 F3 F3 F3 G3 F3 F3 rest F3 D#3 D3 F3 F3 F3 F3 G3 F3 rest,0.766259 0.278639 0.24381 0.12771 0.13932 0.534059 0.25542 0.22059 0.313469 0.2322 0.325079 0.20898 0.557279 0.22059 0.487619 0.568889 0.22059 0.719819 0.267029,
000109,Cain bought a blade from some witch at the window Abel bought a bag of weed,SP c eː n b ɒ t a b l e d f ɹ ɐ m s ɐ m ʋ ɪ tʃ a t ð a ʋ ɪ n ɖ oː e b ɛ ɫ b ɒ t a b a ɡ ɒ v ʋ iː ɖ SP,0.64 0.08 0.16 0.08 0.03 0.2 0.03 0.06 0.14 0.1 0.37 0.07 0.03 0.04 0.2 0.15 0.11 0.15 0.12 0.03 0.12 0.13 0.15 0.07 0.04 0.2 0.07 0.27 0.24 0.04 0.46 0.48 0.08 0.03 0.11 0.12 0.23 0.03 0.07 0.2 0.23 0.06 0.05 0.03 0.17 0.36 0.16 0.24,1 3 3 1 4 4 3 3 2 2 5 4 3 1 3 2 3 1,rest A#2 E3 F3 F3 F3 G3 G3 A#3 A#3 A#3 G3 F3 G3 A#3 A#3 A#3 A#3 A#3 A#3 C4 D4 rest,0.719819 0.1161 0.16254 0.429569 0.580499 0.487619 0.301859 0.24381 0.25542 0.290249 0.534059 0.25542 0.19737 0.336689 0.2322 0.267029 0.25542 0.1161 0.15093 0.290249 0.267029 0.545669 0.19737,
000110,And even the last of their brown-eyed babies see,SP a n ə v ɛ n ð a l a s t ɒ v ð ɚ b ɹ aw n aj d b e bʲ i z s iː SP,1.7 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.04 0.03 0.03 0.03 0.03 0.03 0.03 0.01 0.03 3.18 0.03 0.03 0.22 0.03 0.03 0.04 0.2 0.36 0.33,1 2 4 2 4 2 2 4 2 5 2 1,rest B3 D4 D4 D4 D4 D#4 D#4 F4 F4 F4 F4 D#4 D4 rest,0.928798 0.24381 0.2322 0.25542 0.592109 0.487619 0.25542 0.25542 0.290249 0.25542 0.290249 0.499229 0.580499 0.417959 0.267029,
000111,That the cartoon king has a tattoo of a bleeding heart,SP æ t ð a k ɑː ʈ ʉː n c ɪ ŋ a z a ʈ a ʈ ʉː ɒ v a b ʎ iː dʲ ɪ ŋ h ɑ ɹ t SP,0.45 0.15 0.09 0.04 0.08 0.13 0.46 0.14 0.14 0.27 0.08 0.29 0.21 0.24 0.07 0.09 0.11 0.48 0.09 0.41 0.04 0.07 0.03 0.17 0.12 0.41 0.03 0.06 0.09 0.12 0.52 0.06 0.03 0.4,1 2 2 5 3 2 1 4 2 1 6 4 1,rest F3 F#3 G3 F3 F3 D#3 D#3 D#3 F3 F3 F3 F3 F3 D#3 D#3 D3 rest,0.499229 0.2322 0.20898 0.603719 0.499229 0.278639 0.18576 0.336689 0.20898 0.568889 0.510839 0.20898 0.10449 0.25542 0.19737 0.16254 0.743039 0.359909,
000112,There ain't a penthouse Christian wants the pain of the scab but they all want the scar,SP ð ɚ a n t a p ɛ n ʈ h aw s c ɹ ɪ s t ə n ʋ ɒ n ʈ s ð a SP p eː n ɒ v ð a s k æ b b a t ð e ɑː ɫ ʋ ɒ n ʈ ð a s k a SP,0.49 0.03 0.03 0.03 0.63 0.06 0.03 0.03 0.13 0.06 0.03 0.07 0.26 0.11 0.09 0.04 0.22 0.15 0.1 0.04 0.22 0.03 0.08 0.05 0.03 0.03 0.07 0.08 0.08 0.07 0.24 0.14 0.03 0.05 0.06 0.03 0.11 0.09 0.42 0.03 0.1 0.1 0.03 0.11 0.31 0.23 0.22 0.05 0.13 0.09 0.04 0.04 0.06 0.11 0.11 0.8 0.17,1 2 3 1 7 7 5 2 1 3 2 2 4 3 2 2 4 2 3 1,rest A#2 C#3 F3 E3 F#3 F3 F3 F3 F3 F3 F3 F3 F3 F3 F3 G3 F3 F3,0.534059 0.754649 0.25542 0.545669 0.13932 0.371519 0.25542 0.278639 0.24381 0.290249 0.452789 0.557279 0.2322 0.290249 0.557279 0.25542 0.290249 0.824308 0.15093,
000113,How every mouth sings of what it's without so we all sing of love,SP h aw ɛ ɹ i m aw d̪ s i ŋ ɡ z ɒ v ʋ ɒ ʈ ɪ s ʋ ɪ d̪ aw ʈ s əw ʋ iː ɑː ɫ s ɪ ŋ ɒ v l ɐ v SP,0.03 0.09 0.19 0.18 0.13 0.33 0.16 0.36 0.03 0.16 0.17 0.01 0.03 0.03 0.15 0.03 0.08 0.05 0.03 0.58 0.09 0.05 0.16 0.05 0.3 0.07 0.17 0.18 0.03 0.26 0.2 0.08 0.21 0.26 0.5 0.03 0.03 0.03 0.59 0.03 0.8,1 2 3 3 5 2 3 2 5 2 2 2 3 2 3 1,rest G2 D3 F3 G3 F3 F3 F3 F3 F3 F3 F3 F3 F3 D#3 D3 rest,0.09288 0.18576 0.325079 0.510839 0.545669 0.24381 0.278639 0.476009 0.278639 0.24381 0.534059 0.290249 0.673379 0.359909 0.452789 0.986848 0.464399,
000114,And how it ain't one dog who's good at fuckin' and denying who he's thinkin' of,SP a n h aw i t a n t ʋ ɒ n d ɑ ɡ h uː z ɡ ʊ d a t SP f ɐ k ɪ ŋ a n d ə ɲ i ɪ ŋ ç ʉː ç iː z t̪ ɪ ɲ c ɪ ŋ ɒ v SP,0.48 0.07 0.17 0.11 0.26 0.13 0.03 0.2 0.03 0.03 0.03 0.28 0.17 0.05 0.43 0.03 0.03 0.13 0.07 0.06 0.02 0.24 0.06 0.03 0.16 0.03 0.13 0.11 0.03 0.03 0.32 0.37 0.03 0.2 0.03 0.08 0.1 0.08 0.04 0.21 0.07 0.04 0.14 0.05 0.15 0.04 0.05 0.19 0.09 0.71 0.08 0.36,1 2 2 2 3 3 3 3 3 2 1 5 2 6 2 3 6 2 1,rest A2 A#2 A#2 D3 F3 G3 G3 F3 F3 F3 F3 F3 F3 F3 F3 F3 F3 F3 G3 G3 rest,0.522449 0.20898 0.348299 0.17415 0.313469 0.476009 0.10449 0.1161 0.278639 0.267029 0.522449 0.25542 0.2322 0.267029 0.25542 0.278639 0.25542 0.522449 0.25542 0.25542 0.777868 0.383129,
000115,"Cain heard a cat tumble limp off the rooftop, Abel heard his papa pray",SP c eː n h aː d a cʰ æ t SP ʈ ə m b ə l ʎ i m p ɑ f ð a ɹ ʊ f tʰ ɑ p e b ɛ ɫ h aː d ç i z p ə p ɑː SP p ɹ e SP,0.06 0.09 0.15 0.05 0.08 0.17 0.03 0.08 0.17 0.31 0.03 0.14 0.08 0.07 0.37 0.04 0.04 0.2 0.05 0.13 0.07 0.05 0.16 0.05 0.05 0.18 0.1 0.31 0.13 0.07 0.44 0.08 0.44 0.09 0.09 0.06 0.12 0.18 0.03 0.03 0.05 0.06 0.12 0.18 0.09 0.05 0.13 0.08 0.04 0.37 0.56,1 3 3 1 3 1 6 4 2 2 6 4 3 3 4 1 3 1,rest D#3 F3 F3 rest F3 G3 G3 A#3 A#3 A#3 G3 A#3 A#3 A#3 A#3 A#3 C4 D4,0.13932 0.2322 0.522449 0.313469 0.24381 0.476009 0.278639 0.25542 0.24381 0.313469 0.487619 0.452789 0.278639 0.325079 0.626939 0.12771 0.25542 0.267029 0.963628,
000116,And even the last of the black-eyed babies say,SP a n ə v ɛ n ð a l a s t ɒ v ð a b l a k aj d b e bʲ i z s e SP,0.18 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.03 0.06 0.03 0.03 0.03 0.03 0.03 0.03 0.03 3.16 0.03 0.03 0.18 0.03 0.03 0.11 0.16 0.49 0.44,1 2 4 2 4 2 2 4 2 5 2 1,rest D3 B3 D4 D4 D4 D4 D#4 D#4 F4 F4 F4 D#4 D4 rest,0.313469 0.10449 0.12771 0.267029 0.24381 0.568889 0.510839 0.25542 0.278639 0.290249 0.545669 0.534059 0.499229 0.650159 0.278639,
000117,That every saint has a chair you can borrow and a church to sell,SP æ t ɛ ɹ i s a n t a z a tʃ ɛ ɹ j ə cʰ æ n b ɒ ɹ əw a n a tʃ aː tʃ ə s ɛ l SP,0.68 0.03 0.03 0.19 0.15 0.25 0.2 0.44 0.07 0.03 0.22 0.06 0.06 0.21 0.34 0.06 0.26 0.01 0.08 0.05 0.16 0.04 0.03 0.03 0.71 0.04 0.21 0.1 0.18 0.29 0.23 0.11 0.2 0.44 0.59 0.5,1 2 3 4 2 1 3 2 3 4 2 1 3 1 3 1,rest D3 F3 G3 F3 F3 F3 F3 D#3 D#3 D3 F3 F3 G3 F3 rest,0.754649 0.301859 0.476009 0.278639 0.267029 0.25542 0.290249 0.267029 0.24381 0.24381 0.24381 1.300317 0.522449 0.313469 1.253878 0.278639,
000118,That the wind blows cold across the back of the master and the kitchen help,SP æ t ð a ʋ aj n ɖ b l əw z k oː l ɖ a k ɹ ɔ s ð a b a k ɒ v ð a m a s t a a n ð a SP c ɪ tʃ ə n h ɛ l p SP,0.46 0.41 0.1 0.06 0.1 0.09 0.14 0.11 0.03 0.03 0.07 0.26 0.08 0.12 0.45 0.05 0.04 0.07 0.12 0.05 0.15 0.07 0.06 0.07 0.15 0.19 0.08 0.13 0.09 0.04 0.06 0.12 0.32 0.22 0.08 0.05 0.32 0.1 0.04 0.04 0.13 0.09 0.14 0.1 0.11 0.09 0.12 0.2 0.16 0.03 0.54,1 2 2 4 4 4 5 2 3 2 2 5 2 2 1 5 4 1,rest A#2 A#2 A#2 D3 F3 G3 F3 F3 F3 F3 F3 D#3 D3 D3 F3 F3 D#3 rest F3 G3 F3 rest,0.487619 0.25542 0.278639 0.24381 0.278639 0.510839 0.278639 0.267029 0.20898 0.313469 0.22059 0.278639 0.24381 0.17415 0.20898 0.429569 0.441179 0.17415 0.16254 0.24381 0.278639 0.557279 0.394739,
000119,There's a big pile of innocent bones still holding up the garden wall,SP ð ɛ ɹ z a bʲ i ɡ p aj l ɒ v i n ɔ s ɛ n t b əw n z s tʲ i ɫ h əw ɫ dʲ ɪ ŋ ɐ p ð a ɡ a d ɛ n ʋ ɒː l SP,0.7 0.05 0.13 0.07 0.07 0.05 0.17 0.11 0.1 0.07 0.46 0.03 0.03 0.03 0.03 0.19 0.4 0.12 0.05 0.15 0.03 0.04 0.29 0.12 0.04 0.06 0.05 0.2 0.12 0.03 0.57 0.04 0.04 0.15 0.1 0.13 0.07 0.06 0.07 0.17 0.51 0.06 0.1 0.13 0.07 0.12 0.76 0.49,1 4 1 3 3 2 7 4 4 6 2 2 5 3 1,rest rest A#2 A#2 D3 F3 D3 D3 G3 F3 F3 F3 D#3 D#3 D3 F3 F3 F3 F3 F3 G3 F3 F3 rest,0.510839 0.2322 0.278639 0.22059 0.278639 0.313469 0.2322 0.22059 0.290249 0.2322 0.267029 0.267029 0.301859 0.20898 0.522449 0.25542 0.25542 0.25542 0.24381 0.557279 0.22059 0.952018 0.17415 0.336689,
000120,And it was always the broken hand we learned to lean on after all,SP a n i t ʋ ɒ z ɒː l ʋ eː z ð a b ɹ əw k ə n h a n d ʋ iː l aː n d ə ʎ iː n a n a f t a ɑː ɫ SP,0.48 0.11 0.19 0.09 0.03 0.1 0.16 0.09 0.26 0.03 0.06 0.36 0.07 0.05 0.05 0.17 0.06 0.2 0.11 0.03 0.3 0.11 0.37 0.06 0.03 0.05 0.14 0.1 0.18 0.05 0.09 0.22 0.03 0.19 0.13 0.37 0.1 0.3 0.12 0.08 0.18 1.26 0.09 0.51,1 2 2 3 5 2 6 4 2 4 1 3 2 4 2 1,rest A#2 A#2 A#2 C#3 F3 E3 G3 F3 F3 F3 D#3 D#3 D#3 D3 D3 C3 C3 D3 D3 C3 A#2 rest,0.522449 0.25542 0.267029 0.20898 0.359909 0.452789 0.24381 0.371519 0.336689 0.10449 0.25542 0.25542 0.2322 0.313469 0.25542 0.325079 0.476009 0.499229 0.16254 0.812698 0.24381 0.557279 0.25542,
000121,"How God knows if Christ came back, he would find us in a poker game",h aw ɡ ɑ d n əw z i f k ɹ aj s t c eː m b a k ç i a d f aj n a s i n a SP p oː k ə ɡ e m SP,0.13 0.08 0.12 0.37 0.03 0.15 0.4 0.08 0.08 0.11 0.09 0.06 0.22 0.08 0.06 0.09 0.2 0.1 0.04 0.44 0.05 0.03 0.16 0.13 0.05 0.14 0.39 0.11 0.13 0.14 0.18 0.08 0.15 0.05 0.06 0.21 0.08 0.16 0.09 0.48 0.84 0.31,2 3 3 2 5 3 3 2 2 3 2 2 1 1 4 3 1,rest A2 C#3 D3 F3 D3 D3 G3 E3 F3 F3 F3 F3 F3 F3 D3 F3 G3 F3 rest,0.08127 0.24381 0.22059 0.325079 0.25542 0.22059 0.325079 0.476009 0.12771 0.22059 0.534059 0.464399 0.499229 0.267029 0.25542 0.267029 0.301859 0.24381 1.311927 0.301859,
000122,"After finding out the drinks were all free, but they won't let you out the door again",a f t a f aj n dʲ ɪ ŋ aw t ð a d ɹ i ŋ k s ʋ ə ɑː ɫ SP f ɹ iː b a t SP ð e ʋ oː n ʈ l ɛ t j ə aw t ð a d ɒ ɹ a ɡ e n SP,0.23 0.05 0.06 0.05 0.19 0.21 0.05 0.04 0.12 0.15 0.19 0.05 0.06 0.05 0.17 0.06 0.19 0.01 0.04 0.07 0.1 0.09 0.25 0.11 0.1 0.04 0.05 0.19 0.07 0.04 0.03 0.03 0.14 0.17 0.06 0.11 0.1 0.03 0.03 0.16 0.14 0.1 0.17 0.15 0.05 0.06 0.06 0.17 0.23 0.09 0.1 0.12 0.47 0.49 0.25,4 6 2 2 6 2 2 1 3 3 1 2 4 3 2 2 2 3 4 1,rest A#2 A#2 D3 F3 F3 E3 G3 F3 F3 D#3 D#3 D3 D#3 D3 D3 F3 D3 F3 G3 G3 rest,0.09288 0.25542 0.24381 0.290249 0.267029 0.301859 0.2322 0.383129 0.15093 0.534059 0.10449 0.18576 0.2322 0.2322 0.267029 0.325079 0.510839 0.2322 0.325079 0.2322 0.975238 0.22059,
